recommendation_id,constituency_id,recommendation_type,title,description,priority,confidence_score,impact_score,effort_level,target_audience,estimated_cost,estimated_timeline_days,status,assigned_to,ai_reasoning,data_sources,expected_outcomes,risks,created_at,updated_at,completed_at,feedback_rating,feedback_notes
2d74d44d-b69a-4d40-aab5-b0796b8a9ef6,PC09,crisis_response,Improve education in Ward 4,Recommendation based on AI analysis of ground data,critical,0.86,93.6,low,youth,265521.33,47,completed,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 23%"", ""Benefit 2329 people directly""]","[""Resource availability""]",2025-09-25 15:25:00,2025-10-21 15:25:00,2025-11-10 15:25:00,5.0,"Good implementation, achieved 70% of objectives"
1a295974-357e-49ac-a31b-693a0df764ca,PC09,outreach,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.9,69.0,low,all,394624.07,25,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 23%"", ""Benefit 3928 people directly""]","[""Stakeholder resistance""]",2025-07-12 16:48:00,2025-08-02 16:48:00,,,
b87674e6-2e95-41ed-9072-4f435b4b4421,PC09,resource_allocation,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,high,0.92,77.0,low,all,359147.48,25,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 18%"", ""Benefit 608 people directly""]",[],2025-11-25 13:21:00,2025-12-01 13:21:00,2026-02-01 13:21:00,4.0,
76e4145a-763d-4faa-8996-a854f36534ea,PC09,policy,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,low,0.73,70.0,medium,youth,404111.01,38,rejected,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 15%"", ""Benefit 4116 people directly""]","[""Timeline delays""]",2025-01-18 21:21:00,2025-02-17 21:21:00,,,
31ce8be2-323d-4b53-bced-20728c0ae86c,PC09,resource_allocation,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.86,80.8,medium,women,126426.3,30,completed,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 26%"", ""Benefit 3368 people directly""]","[""Budget constraints""]",2025-11-15 18:03:00,2025-11-21 18:03:00,2026-01-01 18:03:00,4.0,
5fbf22c1-f127-4500-a05b-2c35c0d0ca65,PC09,crisis_response,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,critical,0.83,63.2,low,farmers,60571.75,43,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 40%"", ""Benefit 657 people directly""]",[],2025-09-27 06:23:00,2025-10-23 06:23:00,,,
36f49ff1-feac-4a63-a694-032f7b95ac9e,PC09,policy,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,low,0.78,83.1,low,youth,134404.39,23,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 34%"", ""Benefit 1743 people directly""]","[""Timeline delays""]",2025-11-06 06:42:00,2025-11-20 06:42:00,,,
a1b173a2-4f8a-48dd-934f-59f2cd6a07de,PC09,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.85,82.9,high,youth,244301.31,67,rejected,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 28%"", ""Benefit 4284 people directly""]","[""Budget constraints""]",2025-03-04 04:30:00,2025-03-22 04:30:00,,,
8dfa58b4-a205-4194-a97f-649adea6ad66,PC09,crisis_response,Improve education in Ward 4,Recommendation based on AI analysis of ground data,critical,0.94,91.5,high,youth,471117.14,78,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 22%"", ""Benefit 1481 people directly""]","[""Weather conditions""]",2025-05-27 12:33:00,2025-05-29 12:33:00,,,
33bc3b51-0b22-413b-95d5-c65fc373786c,PC10,resource_allocation,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,high,0.75,63.5,low,all,178036.89,49,rejected,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 26%"", ""Benefit 2120 people directly""]","[""Stakeholder resistance""]",2025-04-08 16:46:00,2025-05-08 16:46:00,,,
552d4841-2f75-4b4f-8ef1-66ef32699d65,PC10,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,low,0.78,73.2,medium,women,144193.46,18,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 18%"", ""Benefit 1591 people directly""]","[""Resource availability""]",2025-07-31 12:52:00,2025-08-08 12:52:00,,,
97acbe8a-7bfa-405d-b18c-cc93aa7b022a,PC10,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,high,0.72,80.1,medium,farmers,232317.6,45,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 39%"", ""Benefit 1001 people directly""]","[""Resource availability""]",2025-10-24 03:45:00,2025-11-10 03:45:00,,,
9191c88b-9cb8-4d17-b626-caecf4b7fd64,PC10,outreach,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,high,0.86,80.7,medium,all,490119.67,82,completed,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 16%"", ""Benefit 2052 people directly""]",[],2025-05-01 07:55:00,2025-05-11 07:55:00,2025-07-30 07:55:00,4.0,
264ba779-4893-4043-ba9d-bffa3e76d70c,PC10,outreach,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,high,0.73,66.6,low,women,286353.97,74,in_progress,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 39%"", ""Benefit 1777 people directly""]","[""Weather conditions""]",2025-06-13 13:06:00,2025-06-30 13:06:00,,,
e802a4fd-2d26-486c-8757-f460887e7507,PC10,crisis_response,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,medium,0.81,84.7,medium,youth,371253.95,39,in_progress,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 29%"", ""Benefit 3171 people directly""]",[],2025-01-31 21:53:00,2025-02-21 21:53:00,,,
fdd1deac-4940-478e-9a4e-ab1e322441ad,PC10,resource_allocation,Improve education in Ward 5,Recommendation based on AI analysis of ground data,medium,0.94,67.7,high,youth,51711.68,67,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 21%"", ""Benefit 3310 people directly""]","[""Resource availability""]",2025-09-16 01:31:00,2025-09-17 01:31:00,,,
91af1f7f-a65b-4ac3-8be5-1d17393ca4e6,PC10,policy,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,medium,0.9,87.8,high,farmers,173198.52,74,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 32%"", ""Benefit 949 people directly""]","[""Resource availability""]",2025-04-04 17:45:00,2025-04-06 17:45:00,,,
c6a60fd7-39da-47f3-a5a5-5aac3260fdc4,PC10,resource_allocation,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,low,0.7,87.7,low,women,321898.29,39,rejected,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 21%"", ""Benefit 2602 people directly""]","[""Weather conditions""]",2025-01-25 21:42:00,2025-02-16 21:42:00,,,
5baed45f-f93f-482e-ad7b-2fea5539e8e4,PC10,crisis_response,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,low,0.84,84.5,high,youth,465524.49,60,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 20%"", ""Benefit 4910 people directly""]","[""Timeline delays""]",2025-04-21 15:50:00,2025-04-29 15:50:00,,,
4557b48b-163a-499e-bc8c-7562c58c4df5,PC10,crisis_response,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,critical,0.85,68.3,medium,women,57093.05,82,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 35%"", ""Benefit 4295 people directly""]","[""Weather conditions""]",2025-05-26 14:19:00,2025-06-15 14:19:00,,,
e6dd0f69-e48c-44d8-86e4-3197d376fc65,PC10,policy,Improve education in Ward 6,Recommendation based on AI analysis of ground data,low,0.77,79.2,high,all,113984.48,7,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 36%"", ""Benefit 1450 people directly""]",[],2025-05-14 23:28:00,2025-06-06 23:28:00,2025-06-28 23:28:00,5.0,"Good implementation, achieved 76% of objectives"
884ea3ea-0586-4cc2-bcdd-e6667e487f40,PC10,policy,Improve education in Ward 2,Recommendation based on AI analysis of ground data,medium,0.88,93.0,medium,women,466642.01,51,accepted,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 24%"", ""Benefit 4361 people directly""]","[""Weather conditions""]",2025-02-01 03:45:00,2025-02-25 03:45:00,,,
90c75d0b-eb4b-44f2-888b-4e545f4fbc9d,PC10,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.95,66.2,high,youth,213752.21,29,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 34%"", ""Benefit 3832 people directly""]",[],2025-07-28 11:06:00,2025-07-30 11:06:00,2025-09-26 11:06:00,4.0,"Good implementation, achieved 76% of objectives"
b82d86c4-6c82-425f-841a-49ef342e8d17,PC10,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,high,0.7,82.4,medium,women,478642.79,73,rejected,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 26%"", ""Benefit 3214 people directly""]","[""Stakeholder resistance""]",2025-08-20 19:59:00,2025-08-25 19:59:00,,,
36279778-893c-49c0-a236-a8927e051fed,PC10,policy,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.75,75.8,medium,youth,229011.35,35,rejected,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 20%"", ""Benefit 4178 people directly""]",[],2025-05-07 09:08:00,2025-05-17 09:08:00,,,
b76185da-51a2-49f2-ab71-f646594ec5a4,PC10,resource_allocation,Improve education in Ward 2,Recommendation based on AI analysis of ground data,medium,0.88,90.1,low,women,326036.82,82,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 27%"", ""Benefit 3990 people directly""]","[""Weather conditions""]",2025-10-08 08:39:00,2025-10-29 08:39:00,,,
0b9826cc-1f3f-44d4-84cc-87145a192db8,PC10,policy,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,low,0.89,61.2,high,all,127039.49,76,rejected,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 36%"", ""Benefit 2586 people directly""]","[""Resource availability""]",2025-02-07 11:02:00,2025-02-11 11:02:00,,,
7ed1fec4-7e7e-42ec-9123-d4ff2025c155,PC10,policy,Improve education in Ward 4,Recommendation based on AI analysis of ground data,low,0.91,89.9,low,all,440422.08,66,rejected,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 20%"", ""Benefit 1421 people directly""]","[""Weather conditions""]",2025-11-14 14:07:00,2025-11-24 14:07:00,,,
ba61c045-8d49-4efa-b13b-30e588db7227,PC10,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,low,0.92,74.5,high,youth,135668.04,10,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 34%"", ""Benefit 4542 people directly""]","[""Stakeholder resistance""]",2025-11-21 22:48:00,2025-12-19 22:48:00,,,
8cfc4e84-a6ed-413b-82c3-0a7314fcaf0c,PC10,resource_allocation,Improve education in Ward 1,Recommendation based on AI analysis of ground data,medium,0.84,90.0,high,women,259280.85,16,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 37%"", ""Benefit 2152 people directly""]","[""Resource availability""]",2025-09-21 15:07:00,2025-09-30 15:07:00,,,
9edf75b0-e543-4c0f-9436-0696b30cc6e7,PC11,outreach,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,medium,0.75,80.8,low,all,175038.08,11,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 24%"", ""Benefit 1892 people directly""]","[""Stakeholder resistance""]",2025-05-19 18:40:00,2025-05-26 18:40:00,,,
c8aadc2c-e8fa-4a78-83e7-b7e20d47f4a5,PC11,policy,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,high,0.9,89.3,high,youth,412350.15,17,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 38%"", ""Benefit 570 people directly""]",[],2025-11-20 23:06:00,2025-11-26 23:06:00,2026-01-21 23:06:00,4.0,"Good implementation, achieved 80% of objectives"
89c46454-fcc5-4a69-aebf-e2c105df5210,PC11,outreach,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,low,0.85,69.6,medium,all,157303.28,17,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 15%"", ""Benefit 2767 people directly""]","[""Stakeholder resistance""]",2025-12-24 16:41:00,2026-01-19 16:41:00,,,
97442bbd-534f-4a1a-881a-f8853887ef26,PC11,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,high,0.72,87.1,medium,youth,344757.32,40,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 30%"", ""Benefit 1108 people directly""]","[""Resource availability""]",2025-12-15 22:21:00,2025-12-22 22:21:00,,,
19fdee66-6630-49be-9e7a-904b3d838e54,PC11,policy,Improve education in Ward 1,Recommendation based on AI analysis of ground data,low,0.94,60.6,medium,youth,150271.08,74,completed,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 40%"", ""Benefit 3119 people directly""]","[""Weather conditions""]",2025-03-19 00:44:00,2025-04-02 00:44:00,2025-05-18 00:44:00,4.0,"Good implementation, achieved 89% of objectives"
9d4d2cfc-6007-47c2-b6ec-2e9f1202ce26,PC11,resource_allocation,Improve education in Ward 1,Recommendation based on AI analysis of ground data,medium,0.87,87.4,low,farmers,399623.28,63,completed,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 38%"", ""Benefit 2734 people directly""]","[""Weather conditions""]",2025-08-04 22:42:00,2025-08-17 22:42:00,2025-09-05 22:42:00,4.0,"Good implementation, achieved 80% of objectives"
4d31cadb-2aee-4296-a288-825d3e7e265a,PC11,policy,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,high,0.82,70.5,low,farmers,310858.21,37,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 17%"", ""Benefit 4212 people directly""]",[],2025-04-23 13:07:00,2025-05-23 13:07:00,,,
dbfa607e-fe40-4a3c-b47b-b51fbaaa22c3,PC11,crisis_response,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.76,75.3,high,women,244109.26,50,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 32%"", ""Benefit 1864 people directly""]",[],2025-12-25 03:29:00,2026-01-15 03:29:00,,,
d48a15ac-4864-45a8-a391-48e3fb2a81ef,PC11,policy,Improve education in Ward 2,Recommendation based on AI analysis of ground data,critical,0.76,87.0,medium,women,324419.73,42,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 33%"", ""Benefit 3159 people directly""]",[],2025-03-03 00:06:00,2025-03-21 00:06:00,,,
982f480d-3ef2-4c51-92e0-5be3d4e4333a,PC11,policy,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,critical,0.76,65.8,high,youth,123181.9,12,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 23%"", ""Benefit 547 people directly""]",[],2025-09-13 10:31:00,2025-09-26 10:31:00,2025-10-24 10:31:00,4.0,"Good implementation, achieved 92% of objectives"
62edd5d0-dd16-4a96-ab5f-f369645aff37,PC11,crisis_response,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,critical,0.89,69.1,medium,women,104998.54,47,rejected,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 31%"", ""Benefit 3639 people directly""]",[],2025-06-12 03:13:00,2025-06-25 03:13:00,,,
9449b8b3-b003-4bae-b6a4-c6e098672723,PC11,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.91,77.2,medium,youth,227797.9,10,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 25%"", ""Benefit 2828 people directly""]","[""Budget constraints""]",2025-12-19 06:31:00,2026-01-08 06:31:00,,,
55469df7-c0f7-49bc-b0e8-3efb8c801f51,PC11,policy,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,medium,0.92,66.9,medium,farmers,327513.77,78,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 23%"", ""Benefit 4646 people directly""]","[""Resource availability""]",2025-07-25 01:52:00,2025-08-14 01:52:00,,,
bbcde646-5a33-40c3-a325-fb3b1a9ae72d,PC11,resource_allocation,Improve education in Ward 2,Recommendation based on AI analysis of ground data,medium,0.85,91.4,low,farmers,272345.74,36,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 28%"", ""Benefit 2203 people directly""]","[""Stakeholder resistance""]",2025-11-17 18:15:00,2025-12-12 18:15:00,,,
b70b1aa9-d599-4d25-9c81-c93996e58b2f,PC11,resource_allocation,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.82,88.7,low,all,449114.35,67,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 29%"", ""Benefit 2935 people directly""]","[""Stakeholder resistance""]",2025-05-18 14:15:00,2025-06-01 14:15:00,,,
e422cbaf-bf27-42fa-90ea-2a8fb3593d1e,PC11,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,high,0.81,87.8,medium,youth,66583.02,8,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 30%"", ""Benefit 4467 people directly""]",[],2025-03-12 12:26:00,2025-04-10 12:26:00,2025-04-21 12:26:00,3.0,
b29a3545-f87e-4645-949d-33de629b197b,PC11,crisis_response,Improve education in Ward 1,Recommendation based on AI analysis of ground data,critical,0.77,94.8,low,farmers,405414.34,24,accepted,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 35%"", ""Benefit 3213 people directly""]","[""Resource availability""]",2025-07-17 22:00:00,2025-08-12 22:00:00,,,
96e7fdc7-5969-4478-aa34-458cf5741c15,PC11,policy,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.79,65.4,high,all,471137.76,60,rejected,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 17%"", ""Benefit 2186 people directly""]","[""Budget constraints""]",2025-03-25 11:49:00,2025-03-28 11:49:00,,,
710e54af-82d5-4750-b1fb-1f1e2a22d7d2,PC11,crisis_response,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,low,0.86,65.5,high,women,432498.1,69,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 29%"", ""Benefit 2665 people directly""]","[""Weather conditions""]",2025-04-28 12:19:00,2025-05-21 12:19:00,,,
061d0aff-169c-430b-8328-ce3de1a8d2b0,PC11,resource_allocation,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.78,62.3,medium,women,316970.41,50,accepted,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 26%"", ""Benefit 3426 people directly""]","[""Timeline delays""]",2025-01-30 11:14:00,2025-02-12 11:14:00,,,
5f7006e3-e468-4f87-aa91-9af8a467b35e,PC11,outreach,Improve education in Ward 2,Recommendation based on AI analysis of ground data,high,0.8,80.0,low,youth,102096.58,90,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 34%"", ""Benefit 2577 people directly""]",[],2025-03-16 07:54:00,2025-04-01 07:54:00,,,
9a711385-d82e-49b0-9786-01bc88c73b80,PC12,crisis_response,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,critical,0.92,87.1,high,youth,432646.17,46,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 26%"", ""Benefit 3790 people directly""]",[],2025-03-29 03:08:00,2025-04-27 03:08:00,,,
56047694-7c6a-41ea-8556-c9b0c730f72d,PC12,outreach,Improve education in Ward 6,Recommendation based on AI analysis of ground data,low,0.88,86.1,low,women,300422.11,36,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 30%"", ""Benefit 2007 people directly""]","[""Stakeholder resistance""]",2025-06-21 03:20:00,2025-07-21 03:20:00,,,
674c5545-7c40-46e5-be06-15c9d38291d6,PC12,resource_allocation,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,critical,0.72,93.7,low,farmers,282920.04,43,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 38%"", ""Benefit 3813 people directly""]",[],2025-04-16 05:39:00,2025-05-07 05:39:00,2025-06-11 05:39:00,4.0,
311a4649-ff01-4b42-94cc-9588f0d92e27,PC12,outreach,Improve education in Ward 5,Recommendation based on AI analysis of ground data,high,0.76,82.8,medium,farmers,410163.4,89,completed,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 28%"", ""Benefit 762 people directly""]",[],2025-09-08 11:17:00,2025-09-11 11:17:00,2025-10-23 11:17:00,5.0,
379759b6-ef81-4405-9f65-37e1a5034c92,PC12,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,low,0.77,77.7,high,farmers,153634.67,25,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 37%"", ""Benefit 878 people directly""]",[],2025-08-28 23:54:00,2025-09-12 23:54:00,,,
a5db78b1-9db0-4ced-97d0-1c465de8bb31,PC12,outreach,Improve education in Ward 5,Recommendation based on AI analysis of ground data,low,0.95,76.1,high,women,397418.07,38,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 37%"", ""Benefit 3953 people directly""]",[],2025-01-18 01:18:00,2025-01-26 01:18:00,,,
bdbe1c88-09b4-418d-b144-1ab59ef6340c,PC12,outreach,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,medium,0.92,61.6,low,youth,150563.81,41,in_progress,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 16%"", ""Benefit 2976 people directly""]",[],2025-10-13 15:59:00,2025-10-22 15:59:00,,,
d00739ff-ce62-4630-bea1-efbd4b6e7791,PC12,policy,Improve education in Ward 2,Recommendation based on AI analysis of ground data,critical,0.88,77.8,high,all,233237.52,70,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 16%"", ""Benefit 4237 people directly""]","[""Resource availability""]",2025-05-27 17:41:00,2025-06-19 17:41:00,2025-07-05 17:41:00,5.0,"Good implementation, achieved 93% of objectives"
fd5fd691-25f9-44bb-85be-73a873706005,PC12,outreach,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,low,0.88,81.0,high,youth,117377.05,78,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 21%"", ""Benefit 2442 people directly""]",[],2025-11-02 05:25:00,2025-11-24 05:25:00,,,
990125c4-dbd7-455d-be26-0dfaece58ddf,PC12,crisis_response,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,high,0.86,66.7,high,women,389675.86,85,rejected,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 33%"", ""Benefit 1504 people directly""]",[],2025-11-25 17:33:00,2025-11-26 17:33:00,,,
ec245d6e-ca14-4c8d-a4c1-e23c309b3e52,PC12,policy,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,low,0.7,69.1,low,all,112042.43,80,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 28%"", ""Benefit 3847 people directly""]","[""Stakeholder resistance""]",2025-11-16 09:14:00,2025-12-01 09:14:00,,,
94b4bded-9a27-4977-a8f8-867f54aae347,PC12,resource_allocation,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,medium,0.72,65.5,high,women,473254.13,38,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 22%"", ""Benefit 4999 people directly""]",[],2025-01-11 05:28:00,2025-02-05 05:28:00,,,
296796ec-a4b2-41d7-b364-c6c99440e81c,PC12,resource_allocation,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,high,0.93,80.9,low,youth,322356.48,52,in_progress,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 37%"", ""Benefit 3887 people directly""]","[""Stakeholder resistance""]",2025-03-03 06:05:00,2025-03-07 06:05:00,,,
